JuncType	Event_ID	Event_Group	chr	strand	GeneID	geneSymbol	Gene_Event_ID	Gene_Event_Type	DSE_Category	Control_vs_shRING1A.B	Control_vs_shRYBP	shRYBP_vs_shRING1A.B
JC	Event_26	Alternative 5' Splice Site	chr15	+	ENSG00000196547	MAN2A2	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.148	-0.132	
JC	Event_3945	Skipped Exon	chr15	+	ENSG00000196547	MAN2A2	1	Skipped Exon_1				-0.215
JC	Event_3946	Skipped Exon	chr15	+	ENSG00000196547	MAN2A2	2	Skipped Exon_2				-0.148
JCEC	Event_26	Alternative 5' Splice Site	chr15	+	ENSG00000196547	MAN2A2	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.148	-0.132	
JCEC	Event_3945	Skipped Exon	chr15	+	ENSG00000196547	MAN2A2	1	Skipped Exon_1				-0.215
JCEC	Event_3946	Skipped Exon	chr15	+	ENSG00000196547	MAN2A2	2	Skipped Exon_2				-0.148
JC	Event_2418	Skipped Exon	chr22	-	ENSG00000196576	PLXNB2	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.143	
JC	Event_2419	Skipped Exon	chr22	-	ENSG00000196576	PLXNB2	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.15	
JCEC	Event_2418	Skipped Exon	chr22	-	ENSG00000196576	PLXNB2	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.143	
JCEC	Event_2419	Skipped Exon	chr22	-	ENSG00000196576	PLXNB2	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.15	
JC	Event_2531	Skipped Exon	chr6	+	ENSG00000196586	MYO6	1	Skipped Exon_1			0.176	-0.176
JCEC	Event_2531	Skipped Exon	chr6	+	ENSG00000196586	MYO6	1	Skipped Exon_1			0.176	-0.176
JC	Event_2943	Skipped Exon	chr22	-	ENSG00000196588	MRTFA	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.189		
JCEC	Event_2943	Skipped Exon	chr22	-	ENSG00000196588	MRTFA	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.189		
JC	Event_935	Mutually Exclusive Exon	chr9	-	ENSG00000196597	ZNF782	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.236	
JC	Event_4241	Skipped Exon	chr7	+	ENSG00000196652	ZKSCAN5	1	Skipped Exon_1				0.342
JCEC	Event_4241	Skipped Exon	chr7	+	ENSG00000196652	ZKSCAN5	1	Skipped Exon_1				0.342
JC	Event_3119	Skipped Exon	chr5	-	ENSG00000196670	ZFP62	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.334		
JCEC	Event_3119	Skipped Exon	chr5	-	ENSG00000196670	ZFP62	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.334		
JC	Event_3031	Skipped Exon	chr17	+	ENSG00000196712	NF1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.109		
JCEC	Event_4963	Skipped Exon	chr17	+	ENSG00000196712	NF1	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.113		
JC	Event_3441	Skipped Exon	chr9	+	ENSG00000196739	COL27A1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.199		
JCEC	Event_3441	Skipped Exon	chr9	+	ENSG00000196739	COL27A1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.199		
JC	Event_13	Alternative 5' Splice Site	chr20	-	ENSG00000196756	SNHG17	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.205	-0.323	
JC	Event_1796	Skipped Exon	chr20	-	ENSG00000196756	SNHG17	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.105	
JC	Event_3873	Skipped Exon	chr20	-	ENSG00000196756	SNHG17	2	Skipped Exon_2				-0.172
JCEC	Event_13	Alternative 5' Splice Site	chr20	-	ENSG00000196756	SNHG17	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.205	-0.323	
JCEC	Event_1796	Skipped Exon	chr20	-	ENSG00000196756	SNHG17	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.105	
JCEC	Event_3873	Skipped Exon	chr20	-	ENSG00000196756	SNHG17	2	Skipped Exon_2				-0.172
JC	Event_2735	Skipped Exon	chr9	-	ENSG00000196781	TLE1	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.27	0.397	
JC	Event_2736	Skipped Exon	chr9	-	ENSG00000196781	TLE1	2	Skipped Exon_2	Unique to shRYBP vs Control		0.214	
JCEC	Event_2735	Skipped Exon	chr9	-	ENSG00000196781	TLE1	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.27	0.397	
JCEC	Event_2736	Skipped Exon	chr9	-	ENSG00000196781	TLE1	2	Skipped Exon_2	Unique to shRYBP vs Control		0.214	
JC	Event_2930	Skipped Exon	chr14	-	ENSG00000196792	STRN3	1	Skipped Exon_1	Unique to shRYBP vs Control		0.184	
JC	Event_3825	Skipped Exon	chr14	-	ENSG00000196792	STRN3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.431		
JCEC	Event_2930	Skipped Exon	chr14	-	ENSG00000196792	STRN3	1	Skipped Exon_1	Unique to shRYBP vs Control		0.184	
JCEC	Event_3825	Skipped Exon	chr14	-	ENSG00000196792	STRN3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.431		
JC	Event_2842	Skipped Exon	chr10	-	ENSG00000196793	ZNF239	1	Skipped Exon_1			-0.184	0.221
JCEC	Event_2842	Skipped Exon	chr10	-	ENSG00000196793	ZNF239	1	Skipped Exon_1			-0.184	0.221
JC	Event_1794	Skipped Exon	chr20	-	ENSG00000196839	ADA	1	Skipped Exon_1	Unique to shRYBP vs Control		0.187	
JCEC	Event_1794	Skipped Exon	chr20	-	ENSG00000196839	ADA	1	Skipped Exon_1	Unique to shRYBP vs Control		0.187	
JC	Event_3581	Skipped Exon	chr9	+	ENSG00000196873	CBWD3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.614		
JCEC	Event_3581	Skipped Exon	chr9	+	ENSG00000196873	CBWD3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.614		
JC	Event_2897	Skipped Exon	chr8	-	ENSG00000196922	ZNF252P	1	Skipped Exon_1			0.178	-0.178
JCEC	Event_2897	Skipped Exon	chr8	-	ENSG00000196922	ZNF252P	1	Skipped Exon_1			0.178	-0.178
JC	Event_2559	Skipped Exon	chr5	-	ENSG00000196923	PDLIM7	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.701	0.412	
JC	Event_3547	Skipped Exon	chr5	-	ENSG00000196923	PDLIM7	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.488		
JC	Event_3548	Skipped Exon	chr5	-	ENSG00000196923	PDLIM7	3	Skipped Exon_3	Unique to shRING1A.B vs Control	-0.526		
JCEC	Event_2559	Skipped Exon	chr5	-	ENSG00000196923	PDLIM7	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.701	0.412	
JCEC	Event_5116	Skipped Exon	chr5	-	ENSG00000196923	PDLIM7	4	Skipped Exon_4	Unique to shRING1A.B vs Control	-0.484		
JCEC	Event_5117	Skipped Exon	chr5	-	ENSG00000196923	PDLIM7	5	Skipped Exon_5	Unique to shRING1A.B vs Control	-0.501		
JC	Event_1055	Mutually Exclusive Exon	chr12	+	ENSG00000196935	SRGAP1	1	Mutually Exclusive Exon_1				0.229
JCEC	Event_1055	Mutually Exclusive Exon	chr12	+	ENSG00000196935	SRGAP1	1	Mutually Exclusive Exon_1				0.229
JC	Event_2562	Skipped Exon	chr7	+	ENSG00000197008	ZNF138	1	Skipped Exon_1			0.302	-0.302
JC	Event_4349	Skipped Exon	chr7	+	ENSG00000197008	ZNF138	2	Skipped Exon_2				-0.348
JC	Event_4350	Skipped Exon	chr7	+	ENSG00000197008	ZNF138	3	Skipped Exon_3				-0.282
JCEC	Event_2562	Skipped Exon	chr7	+	ENSG00000197008	ZNF138	1	Skipped Exon_1			0.302	-0.302
JCEC	Event_4349	Skipped Exon	chr7	+	ENSG00000197008	ZNF138	2	Skipped Exon_2				-0.348
JCEC	Event_4350	Skipped Exon	chr7	+	ENSG00000197008	ZNF138	3	Skipped Exon_3				-0.282
JC	Event_2468	Skipped Exon	chr7	+	ENSG00000197037	ZSCAN25	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.275	
JC	Event_658	Alternative 3' Splice Site	chr7	+	ENSG00000197037	ZSCAN25	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.127		
JCEC	Event_2468	Skipped Exon	chr7	+	ENSG00000197037	ZSCAN25	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.275	
JCEC	Event_658	Alternative 3' Splice Site	chr7	+	ENSG00000197037	ZSCAN25	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.127		
JC	Event_556	Alternative 3' Splice Site	chr1	+	ENSG00000197056	ZMYM1	1	Alternative 3' Splice Site_1	Common to shRING1A.B and shRYBP	-0.172	-0.19	
JCEC	Event_556	Alternative 3' Splice Site	chr1	+	ENSG00000197056	ZMYM1	1	Alternative 3' Splice Site_1	Common to shRING1A.B and shRYBP	-0.172	-0.19	
JC	Event_321	Alternative 5' Splice Site	chr14	-	ENSG00000197119	SLC25A29	1	Alternative 5' Splice Site_1				0.362
JCEC	Event_481	Alternative 5' Splice Site	chr14	-	ENSG00000197119	SLC25A29	2	Alternative 5' Splice Site_2				0.364
JC	Event_3100	Skipped Exon	chr14	-	ENSG00000197249	SERPINA1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.221		
JC	Event_3101	Skipped Exon	chr14	-	ENSG00000197249	SERPINA1	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.221		
JCEC	Event_3100	Skipped Exon	chr14	-	ENSG00000197249	SERPINA1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.221		
JCEC	Event_3101	Skipped Exon	chr14	-	ENSG00000197249	SERPINA1	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.221		
JC	Event_1774	Skipped Exon	chr19	-	ENSG00000197256	KANK2	1	Skipped Exon_1	Unique to shRYBP vs Control		0.13	
JC	Event_1775	Skipped Exon	chr19	-	ENSG00000197256	KANK2	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	0.101	0.183	
JC	Event_1776	Skipped Exon	chr19	-	ENSG00000197256	KANK2	3	Skipped Exon_3	Common to shRING1A.B and shRYBP	0.128	0.22	
JC	Event_1777	Skipped Exon	chr19	-	ENSG00000197256	KANK2	4	Skipped Exon_4	Common to shRING1A.B and shRYBP	0.315	0.521	
JCEC	Event_4561	Skipped Exon	chr19	-	ENSG00000197256	KANK2	5	Skipped Exon_5	Unique to shRYBP vs Control		0.126	
JCEC	Event_4562	Skipped Exon	chr19	-	ENSG00000197256	KANK2	6	Skipped Exon_6	Unique to shRYBP vs Control		0.138	
JCEC	Event_4563	Skipped Exon	chr19	-	ENSG00000197256	KANK2	7	Skipped Exon_7	Common to shRING1A.B and shRYBP	0.278	0.514	
JC	Event_4121	Skipped Exon	chr10	-	ENSG00000197321	SVIL	1	Skipped Exon_1				0.194
JCEC	Event_4121	Skipped Exon	chr10	-	ENSG00000197321	SVIL	1	Skipped Exon_1				0.194
JC	Event_1392	Retained Intron	chr7	+	ENSG00000197343	ZNF655	1	Retained Intron_1	Unique to shRING1A.B vs Control	-0.228		
JC	Event_1469	Retained Intron	chr7	+	ENSG00000197343	ZNF655	2	Retained Intron_2				-0.151
JC	Event_4103	Skipped Exon	chr7	+	ENSG00000197343	ZNF655	1	Skipped Exon_1	Same Direction			-0.565
JC	Event_4104	Skipped Exon	chr7	+	ENSG00000197343	ZNF655	2	Skipped Exon_2				-0.676
JCEC	Event_1647	Retained Intron	chr7	+	ENSG00000197343	ZNF655	3	Retained Intron_3	Unique to shRING1A.B vs Control	-0.229		
JCEC	Event_1703	Retained Intron	chr7	+	ENSG00000197343	ZNF655	4	Retained Intron_4				-0.16
JCEC	Event_4103	Skipped Exon	chr7	+	ENSG00000197343	ZNF655	1	Skipped Exon_1	Same Direction	-0.433		-0.565
JCEC	Event_4104	Skipped Exon	chr7	+	ENSG00000197343	ZNF655	2	Skipped Exon_2				-0.676
JC	Event_1257	Retained Intron	chr5	+	ENSG00000197375	SLC22A5	1	Retained Intron_1	Unique to shRYBP vs Control		-0.11	
JC	Event_1852	Skipped Exon	chr21	+	ENSG00000197381	ADARB1	1	Skipped Exon_1			-0.118	0.116
JC	Event_1853	Skipped Exon	chr21	+	ENSG00000197381	ADARB1	2	Skipped Exon_2	Unique to shRYBP vs Control		0.237	
JC	Event_1854	Skipped Exon	chr21	+	ENSG00000197381	ADARB1	3	Skipped Exon_3	Unique to shRYBP vs Control		0.474	
JCEC	Event_1853	Skipped Exon	chr21	+	ENSG00000197381	ADARB1	2	Skipped Exon_2	Unique to shRYBP vs Control		0.237	
JCEC	Event_1854	Skipped Exon	chr21	+	ENSG00000197381	ADARB1	3	Skipped Exon_3	Unique to shRYBP vs Control		0.474	
JCEC	Event_4579	Skipped Exon	chr21	+	ENSG00000197381	ADARB1	4	Skipped Exon_4			-0.115	0.126
JC	Event_3200	Skipped Exon	chr3	-	ENSG00000197415	VEPH1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.139		
JCEC	Event_4997	Skipped Exon	chr3	-	ENSG00000197415	VEPH1	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.112		
JCEC	Event_4998	Skipped Exon	chr3	-	ENSG00000197415	VEPH1	3	Skipped Exon_3	Same Direction	-0.404		-0.269
JC	Event_2848	Skipped Exon	chr10	-	ENSG00000197444	OGDHL	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.212	-0.187	
JCEC	Event_2848	Skipped Exon	chr10	-	ENSG00000197444	OGDHL	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.212	-0.187	
JC	Event_4328	Skipped Exon	chr7	-	ENSG00000197461	PDGFA	1	Skipped Exon_1				0.121
JCEC	Event_4328	Skipped Exon	chr7	-	ENSG00000197461	PDGFA	1	Skipped Exon_1				0.121
JC	Event_1023	Mutually Exclusive Exon	chr10	+	ENSG00000197467	COL13A1	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.259		
JC	Event_3649	Skipped Exon	chr10	+	ENSG00000197467	COL13A1	1	Skipped Exon_1	Same Direction	0.277		0.291
JCEC	Event_1186	Mutually Exclusive Exon	chr10	+	ENSG00000197467	COL13A1	2	Mutually Exclusive Exon_2	Unique to shRING1A.B vs Control	-0.257		
JCEC	Event_3649	Skipped Exon	chr10	+	ENSG00000197467	COL13A1	1	Skipped Exon_1	Same Direction	0.277		0.291
JC	Event_2015	Skipped Exon	chr6	+	ENSG00000197498	RPF2	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.117	
JCEC	Event_2015	Skipped Exon	chr6	+	ENSG00000197498	RPF2	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.117	
JC	Event_1467	Retained Intron	chr1	+	ENSG00000197530	MIB2	1	Retained Intron_1				-0.107
JC	Event_2173	Skipped Exon	chr1	+	ENSG00000197530	MIB2	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.151	
JCEC	Event_1467	Retained Intron	chr1	+	ENSG00000197530	MIB2	1	Retained Intron_1				-0.107
JCEC	Event_762	Alternative 3' Splice Site	chr1	+	ENSG00000197530	MIB2	1	Alternative 3' Splice Site_1	Common to shRING1A.B and shRYBP	-0.179	-0.178	
JC	Event_3770	Skipped Exon	chr15	-	ENSG00000197535	MYO5A	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.104		
JC	Event_4500	Skipped Exon	chr15	-	ENSG00000197535	MYO5A	2	Skipped Exon_2				-0.244
JCEC	Event_3770	Skipped Exon	chr15	-	ENSG00000197535	MYO5A	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.104		
JCEC	Event_4500	Skipped Exon	chr15	-	ENSG00000197535	MYO5A	2	Skipped Exon_2				-0.244
JC	Event_2510	Skipped Exon	chr3	+	ENSG00000197548	ATG7	1	Skipped Exon_1	Unique to shRYBP vs Control		0.116	
JC	Event_3521	Skipped Exon	chr3	+	ENSG00000197548	ATG7	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.235		
JC	Event_3522	Skipped Exon	chr3	+	ENSG00000197548	ATG7	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.208		
JC	Event_3523	Skipped Exon	chr3	+	ENSG00000197548	ATG7	4	Skipped Exon_4	Unique to shRING1A.B vs Control	0.209		
JC	Event_4309	Skipped Exon	chr3	+	ENSG00000197548	ATG7	5	Skipped Exon_5				-0.297
JCEC	Event_3522	Skipped Exon	chr3	+	ENSG00000197548	ATG7	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.208		
JCEC	Event_3523	Skipped Exon	chr3	+	ENSG00000197548	ATG7	4	Skipped Exon_4	Unique to shRING1A.B vs Control	0.209		
JCEC	Event_4309	Skipped Exon	chr3	+	ENSG00000197548	ATG7	5	Skipped Exon_5				-0.297
JC	Event_4479	Skipped Exon	chr14	+	ENSG00000197555	SIPA1L1	1	Skipped Exon_1				0.31
JCEC	Event_4479	Skipped Exon	chr14	+	ENSG00000197555	SIPA1L1	1	Skipped Exon_1				0.31
JC	Event_2984	Skipped Exon	chr20	+	ENSG00000197586	ENTPD6	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.148		
JC	Event_963	Mutually Exclusive Exon	chr20	+	ENSG00000197586	ENTPD6	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.131		
JCEC	Event_2984	Skipped Exon	chr20	+	ENSG00000197586	ENTPD6	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.148		
JCEC	Event_5218	Skipped Exon	chr20	+	ENSG00000197586	ENTPD6	2	Skipped Exon_2				0.104
JCEC	Event_963	Mutually Exclusive Exon	chr20	+	ENSG00000197586	ENTPD6	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.131		
JC	Event_203	Alternative 5' Splice Site	chr5	-	ENSG00000197603	CPLANE1	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.486		
JCEC	Event_203	Alternative 5' Splice Site	chr5	-	ENSG00000197603	CPLANE1	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.486		
JC	Event_4270	Skipped Exon	chr1	-	ENSG00000197622	CDC42SE1	1	Skipped Exon_1				-0.301
JCEC	Event_4270	Skipped Exon	chr1	-	ENSG00000197622	CDC42SE1	1	Skipped Exon_1				-0.301
JC	Event_4371	Skipped Exon	chr9	+	ENSG00000197694	SPTAN1	1	Skipped Exon_1				0.118
JCEC	Event_4371	Skipped Exon	chr9	+	ENSG00000197694	SPTAN1	1	Skipped Exon_1				0.118
JC	Event_4297	Skipped Exon	chr2	+	ENSG00000197756	RPL37A	1	Skipped Exon_1				0.495
JC	Event_4298	Skipped Exon	chr2	+	ENSG00000197756	RPL37A	2	Skipped Exon_2				-0.248
JCEC	Event_4297	Skipped Exon	chr2	+	ENSG00000197756	RPL37A	1	Skipped Exon_1				0.495
JCEC	Event_4298	Skipped Exon	chr2	+	ENSG00000197756	RPL37A	2	Skipped Exon_2				-0.248
JC	Event_2512	Skipped Exon	chr3	-	ENSG00000197763	TXNRD3	1	Skipped Exon_1			-0.192	0.257
JCEC	Event_2512	Skipped Exon	chr3	-	ENSG00000197763	TXNRD3	1	Skipped Exon_1			-0.192	0.257
JCEC	Event_5044	Skipped Exon	chr16	+	ENSG00000197774	EME2	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.112		
JC	Event_2395	Skipped Exon	chrX	+	ENSG00000197779	ZNF81	1	Skipped Exon_1	Unique to shRYBP vs Control		0.519	
JCEC	Event_2395	Skipped Exon	chrX	+	ENSG00000197779	ZNF81	1	Skipped Exon_1	Unique to shRYBP vs Control		0.519	
JC	Event_3380	Skipped Exon	chr2	-	ENSG00000197872	FAM49A	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.326		
JC	Event_1450	Retained Intron	chr16	+	ENSG00000197912	SPG7	1	Retained Intron_1				0.376
JC	Event_1451	Retained Intron	chr16	+	ENSG00000197912	SPG7	2	Retained Intron_2				0.186
JC	Event_182	Alternative 5' Splice Site	chr16	+	ENSG00000197912	SPG7	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.223		
JC	Event_1863	Skipped Exon	chr16	+	ENSG00000197912	SPG7	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.688	
JC	Event_1864	Skipped Exon	chr16	+	ENSG00000197912	SPG7	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.652	
JC	Event_632	Alternative 3' Splice Site	chr16	+	ENSG00000197912	SPG7	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.188		
JC	Event_633	Alternative 3' Splice Site	chr16	+	ENSG00000197912	SPG7	2	Alternative 3' Splice Site_2	Same Direction	0.185		0.151
JCEC	Event_1526	Retained Intron	chr16	+	ENSG00000197912	SPG7	3	Retained Intron_3			-0.456	0.473
JCEC	Event_1690	Retained Intron	chr16	+	ENSG00000197912	SPG7	4	Retained Intron_4				-0.266
JCEC	Event_1691	Retained Intron	chr16	+	ENSG00000197912	SPG7	5	Retained Intron_5				0.198
JCEC	Event_182	Alternative 5' Splice Site	chr16	+	ENSG00000197912	SPG7	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.223		
JCEC	Event_404	Alternative 5' Splice Site	chr16	+	ENSG00000197912	SPG7	2	Alternative 5' Splice Site_2	Common to shRING1A.B and shRYBP	-0.139	-0.16	
JCEC	Event_4581	Skipped Exon	chr16	+	ENSG00000197912	SPG7	3	Skipped Exon_3	Common to shRING1A.B and shRYBP	-0.392	-0.594	
JCEC	Event_4582	Skipped Exon	chr16	+	ENSG00000197912	SPG7	4	Skipped Exon_4	Common to shRING1A.B and shRYBP	-0.18	-0.213	
JCEC	Event_4583	Skipped Exon	chr16	+	ENSG00000197912	SPG7	5	Skipped Exon_5	Common to shRING1A.B and shRYBP	-0.303	-0.539	
JCEC	Event_632	Alternative 3' Splice Site	chr16	+	ENSG00000197912	SPG7	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.188		
JCEC	Event_799	Alternative 3' Splice Site	chr16	+	ENSG00000197912	SPG7	3	Alternative 3' Splice Site_3	Same Direction	0.171		0.157
JC	Event_337	Alternative 5' Splice Site	chr1	-	ENSG00000197956	S100A6	1	Alternative 5' Splice Site_1				-0.119
JC	Event_4106	Skipped Exon	chr1	-	ENSG00000197956	S100A6	1	Skipped Exon_1				-0.175
JCEC	Event_337	Alternative 5' Splice Site	chr1	-	ENSG00000197956	S100A6	1	Alternative 5' Splice Site_1				-0.119
JCEC	Event_4106	Skipped Exon	chr1	-	ENSG00000197956	S100A6	1	Skipped Exon_1				-0.175
JC	Event_1399	Retained Intron	chr1	-	ENSG00000197989	SNHG12	1	Retained Intron_1	Unique to shRING1A.B vs Control	0.418		
JC	Event_3363	Skipped Exon	chr1	-	ENSG00000197989	SNHG12	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.109		
JC	Event_561	Alternative 3' Splice Site	chr1	-	ENSG00000197989	SNHG12	1	Alternative 3' Splice Site_1	Common to shRING1A.B and shRYBP	-0.126	-0.117	
JCEC	Event_1566	Retained Intron	chr1	-	ENSG00000197989	SNHG12	2	Retained Intron_2	Common to shRING1A.B and shRYBP	0.484	0.346	
JCEC	Event_3363	Skipped Exon	chr1	-	ENSG00000197989	SNHG12	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.109		
JCEC	Event_561	Alternative 3' Splice Site	chr1	-	ENSG00000197989	SNHG12	1	Alternative 3' Splice Site_1	Common to shRING1A.B and shRYBP	-0.126	-0.117	
JC	Event_678	Alternative 3' Splice Site	chr9	-	ENSG00000198000	NOL8	1	Alternative 3' Splice Site_1	Same Direction	0.428		0.276
JCEC	Event_678	Alternative 3' Splice Site	chr9	-	ENSG00000198000	NOL8	1	Alternative 3' Splice Site_1	Same Direction	0.428		0.276
JC	Event_1825	Skipped Exon	chr18	-	ENSG00000198081	ZBTB14	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.398	-0.188	
JCEC	Event_1825	Skipped Exon	chr18	-	ENSG00000198081	ZBTB14	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.398	-0.188	
JC	Event_1355	Retained Intron	chr22	+	ENSG00000198089	SFI1	1	Retained Intron_1	Unique to shRING1A.B vs Control	-0.141		
JC	Event_1741	Skipped Exon	chr22	+	ENSG00000198089	SFI1	1	Skipped Exon_1			0.239	-0.222
JC	Event_3842	Skipped Exon	chr22	+	ENSG00000198089	SFI1	2	Skipped Exon_2				0.148
JCEC	Event_1355	Retained Intron	chr22	+	ENSG00000198089	SFI1	1	Retained Intron_1	Unique to shRING1A.B vs Control	-0.141		
JCEC	Event_1741	Skipped Exon	chr22	+	ENSG00000198089	SFI1	1	Skipped Exon_1			0.239	-0.222
JCEC	Event_3842	Skipped Exon	chr22	+	ENSG00000198089	SFI1	2	Skipped Exon_2				0.148
JC	Event_2646	Skipped Exon	chrX	-	ENSG00000198157	HMGN5	1	Skipped Exon_1	Unique to shRYBP vs Control		0.385	
JC	Event_3614	Skipped Exon	chrX	-	ENSG00000198157	HMGN5	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.118		
JC	Event_3615	Skipped Exon	chrX	-	ENSG00000198157	HMGN5	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.154		
JCEC	Event_3614	Skipped Exon	chrX	-	ENSG00000198157	HMGN5	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.118		
JCEC	Event_3615	Skipped Exon	chrX	-	ENSG00000198157	HMGN5	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.154		
JCEC	Event_4836	Skipped Exon	chrX	-	ENSG00000198157	HMGN5	4	Skipped Exon_4	Unique to shRYBP vs Control		0.403	
JC	Event_2925	Skipped Exon	chr13	+	ENSG00000198176	TFDP1	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.182	0.13	
JCEC	Event_4930	Skipped Exon	chr13	+	ENSG00000198176	TFDP1	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	0.19	0.14	
JC	Event_1321	Retained Intron	chr1	+	ENSG00000198198	SZT2	1	Retained Intron_1	Unique to shRYBP vs Control		0.444	
JCEC	Event_1662	Retained Intron	chr1	+	ENSG00000198198	SZT2	2	Retained Intron_2	Unique to shRING1A.B vs Control	0.448		
JC	Event_1430	Retained Intron	chr14	-	ENSG00000198208	RPS6KL1	1	Retained Intron_1	Same Direction	0.63		0.713
JC	Event_3697	Skipped Exon	chr14	-	ENSG00000198208	RPS6KL1	1	Skipped Exon_1	Same Direction	-0.589		-0.589
JC	Event_3698	Skipped Exon	chr14	-	ENSG00000198208	RPS6KL1	2	Skipped Exon_2	Same Direction	-0.307		-0.467
JC	Event_3699	Skipped Exon	chr14	-	ENSG00000198208	RPS6KL1	3	Skipped Exon_3	Same Direction	-0.264		-0.417
JC	Event_4441	Skipped Exon	chr14	-	ENSG00000198208	RPS6KL1	4	Skipped Exon_4				-0.378
JC	Event_4442	Skipped Exon	chr14	-	ENSG00000198208	RPS6KL1	5	Skipped Exon_5				-0.249
JC	Event_4443	Skipped Exon	chr14	-	ENSG00000198208	RPS6KL1	6	Skipped Exon_6				-0.308
JC	Event_677	Alternative 3' Splice Site	chr14	-	ENSG00000198208	RPS6KL1	1	Alternative 3' Splice Site_1	Same Direction	-0.485		-0.461
JCEC	Event_1727	Retained Intron	chr14	-	ENSG00000198208	RPS6KL1	2	Retained Intron_2				0.699
