JuncType	Event_ID	Event_Group	GeneID	geneSymbol	Gene_Event_ID	DSE_Category	Control	shRING1A.B	shRYBP
JCEC	Event_3434	Skipped Exon	ENSG00000132953	XPO4	1	Same Direction	82	59	43
JCEC	Event_3439	Skipped Exon	ENSG00000133961	NUMB	2	Unique to shRING1A.B vs Control	419	541	
JCEC	Event_3441	Skipped Exon	ENSG00000196739	COL27A1	1	Unique to shRING1A.B vs Control	118	167	
JCEC	Event_3442	Skipped Exon	ENSG00000245937	LINC01184	1	Unique to shRING1A.B vs Control	15	16	
JCEC	Event_3445	Skipped Exon	ENSG00000184922	FMNL1	1	Same Direction	24	40	30
JCEC	Event_3446	Skipped Exon	ENSG00000104907	TRMT1	1	Unique to shRING1A.B vs Control	877	898	
JCEC	Event_3447	Skipped Exon	ENSG00000163071	SPATA18	1	Same Direction	116	171	137
JCEC	Event_3448	Skipped Exon	ENSG00000163071	SPATA18	2	Unique to shRING1A.B vs Control	16	44	
JCEC	Event_345	Alternative 5' Splice Site	ENSG00000166619	BLCAP	1			14	36
JCEC	Event_3450	Skipped Exon	ENSG00000164548	TRA2A	1	Unique to shRING1A.B vs Control	295	239	
JCEC	Event_3453	Skipped Exon	ENSG00000162910	MRPL55	3	Unique to shRING1A.B vs Control	27	25	
JCEC	Event_3455	Skipped Exon	ENSG00000285756	BX890604.2	2	Same Direction	59	48	45
JCEC	Event_3456	Skipped Exon	ENSG00000285756	BX890604.2	3	Same Direction	32	27	25
JCEC	Event_3457	Skipped Exon	ENSG00000115977	AAK1	3	Unique to shRING1A.B vs Control	67	73	
JCEC	Event_3458	Skipped Exon	ENSG00000115977	AAK1	4	Unique to shRING1A.B vs Control	25	25	
JCEC	Event_3459	Skipped Exon	ENSG00000189223	PAX8-AS1	2	Same Direction	83	58	57
JCEC	Event_346	Alternative 5' Splice Site	ENSG00000141013	GAS8	2			61	36
JCEC	Event_3461	Skipped Exon	ENSG00000148737	TCF7L2	1	Same Direction	28	19	28
JCEC	Event_3462	Skipped Exon	ENSG00000148737	TCF7L2	2	Unique to shRING1A.B vs Control	22	12	
JCEC	Event_3463	Skipped Exon	ENSG00000148737	TCF7L2	3	Same Direction	44	57	47
JCEC	Event_347	Alternative 5' Splice Site	ENSG00000245937	LINC01184	1			17	13
JCEC	Event_3470	Skipped Exon	ENSG00000109466	KLHL2	1	Unique to shRING1A.B vs Control	105	77	
JCEC	Event_3472	Skipped Exon	ENSG00000137502	RAB30	1	Same Direction	28	24	23
JCEC	Event_3474	Skipped Exon	ENSG00000183495	EP400	2	Same Direction	20	51	28
JCEC	Event_3475	Skipped Exon	ENSG00000183495	EP400	3	Unique to shRING1A.B vs Control	227	350	
JCEC	Event_3476	Skipped Exon	ENSG00000114857	NKTR	1	Unique to shRING1A.B vs Control	17	18	
JCEC	Event_3477	Skipped Exon	ENSG00000104728	ARHGEF10	1	Same Direction	107	105	116
JCEC	Event_3478	Skipped Exon	ENSG00000142856	ITGB3BP	2	Unique to shRING1A.B vs Control	19	17	
JCEC	Event_3479	Skipped Exon	ENSG00000164638	SLC29A4	1	Same Direction	16	135	24
JCEC	Event_348	Alternative 5' Splice Site	ENSG00000115282	TTC31	1			61	33
JCEC	Event_3480	Skipped Exon	ENSG00000164638	SLC29A4	2	Unique to shRING1A.B vs Control	6	48	
JCEC	Event_3482	Skipped Exon	ENSG00000153214	TMEM87B	1	Same Direction	73	65	91
JCEC	Event_3483	Skipped Exon	ENSG00000146556	WASH2P	1	Same Direction	66	83	44
JCEC	Event_3485	Skipped Exon	ENSG00000088179	PTPN4	3	Unique to shRING1A.B vs Control	17	39	
JCEC	Event_3486	Skipped Exon	ENSG00000074054	CLASP1	1	Unique to shRING1A.B vs Control	129	162	
JCEC	Event_3487	Skipped Exon	ENSG00000100523	DDHD1	1	Unique to shRING1A.B vs Control	47	54	
JCEC	Event_3488	Skipped Exon	ENSG00000166435	XRRA1	1	Unique to shRING1A.B vs Control	69	85	
JCEC	Event_3489	Skipped Exon	ENSG00000114770	ABCC5	1	Same Direction	29	31	20
JCEC	Event_349	Alternative 5' Splice Site	ENSG00000160145	KALRN	1			33	12
JCEC	Event_3491	Skipped Exon	ENSG00000143207	COP1	4	Unique to shRING1A.B vs Control	520	607	
JCEC	Event_3492	Skipped Exon	ENSG00000136536	MARCH7	2	Same Direction	12	39	22
JCEC	Event_3496	Skipped Exon	ENSG00000070159	PTPN3	1	Unique to shRING1A.B vs Control	123	121	
JCEC	Event_35	Alternative 5' Splice Site	ENSG00000171469	ZNF561	1		47	63	16
JCEC	Event_350	Alternative 5' Splice Site	ENSG00000164638	SLC29A4	1			118	49
JCEC	Event_3500	Skipped Exon	ENSG00000205517	RGL3	2	Same Direction	23	45	31
JCEC	Event_3502	Skipped Exon	ENSG00000143434	SEMA6C	1	Unique to shRING1A.B vs Control	7	49	
JCEC	Event_3503	Skipped Exon	ENSG00000105136	ZNF419	1	Same Direction	27	59	36
JCEC	Event_3504	Skipped Exon	ENSG00000123106	CCDC91	1	Same Direction	87	65	87
JCEC	Event_3505	Skipped Exon	ENSG00000001617	SEMA3F	1	Same Direction	40	123	33
JCEC	Event_3506	Skipped Exon	ENSG00000074582	BCS1L	3	Unique to shRING1A.B vs Control	58	47	
JCEC	Event_3509	Skipped Exon	ENSG00000165480	SKA3	2	Unique to shRING1A.B vs Control	80	37	
JCEC	Event_3510	Skipped Exon	ENSG00000176720	BOK	1	Unique to shRING1A.B vs Control	60	90	
JCEC	Event_3511	Skipped Exon	ENSG00000170906	NDUFA3	2	Unique to shRING1A.B vs Control	31	43	
JCEC	Event_3512	Skipped Exon	ENSG00000198648	STK39	1	Same Direction	405	371	426
JCEC	Event_3514	Skipped Exon	ENSG00000125257	ABCC4	2	Same Direction	52	71	46
JCEC	Event_3515	Skipped Exon	ENSG00000198799	LRIG2	1	Same Direction	25	22	28
JCEC	Event_3517	Skipped Exon	ENSG00000168385	SEPT2	1	Same Direction	169	211	159
JCEC	Event_3518	Skipped Exon	ENSG00000113645	WWC1	1	Same Direction	60	29	54
JCEC	Event_352	Alternative 5' Splice Site	ENSG00000144228	SPOPL	1			73	48
JCEC	Event_3522	Skipped Exon	ENSG00000197548	ATG7	3	Unique to shRING1A.B vs Control	66	77	
JCEC	Event_3523	Skipped Exon	ENSG00000197548	ATG7	4	Unique to shRING1A.B vs Control	66	77	
JCEC	Event_3524	Skipped Exon	ENSG00000205268	PDE7A	1	Unique to shRING1A.B vs Control	84	43	
JCEC	Event_3525	Skipped Exon	ENSG00000114166	KAT2B	1	Unique to shRING1A.B vs Control	94	60	
JCEC	Event_3526	Skipped Exon	ENSG00000187118	CMC1	2	Unique to shRING1A.B vs Control	88	95	
JCEC	Event_3529	Skipped Exon	ENSG00000111679	PTPN6	2	Unique to shRING1A.B vs Control	210	153	
JCEC	Event_3533	Skipped Exon	ENSG00000172888	ZNF621	1	Same Direction	18	17	25
JCEC	Event_3534	Skipped Exon	ENSG00000196378	ZNF34	1	Unique to shRING1A.B vs Control	67	89	
JCEC	Event_3535	Skipped Exon	ENSG00000117691	NENF	1	Same Direction	10	26	16
JCEC	Event_3537	Skipped Exon	ENSG00000170919	TPT1-AS1	4	Same Direction	20	8	30
JCEC	Event_3538	Skipped Exon	ENSG00000170919	TPT1-AS1	5	Same Direction	29	9	40
JCEC	Event_3539	Skipped Exon	ENSG00000170919	TPT1-AS1	6	Unique to shRING1A.B vs Control	18	10	
JCEC	Event_354	Alternative 5' Splice Site	ENSG00000102081	FMR1	1			221	128
JCEC	Event_3540	Skipped Exon	ENSG00000081377	CDC14B	1	Unique to shRING1A.B vs Control	30	30	
JCEC	Event_3541	Skipped Exon	ENSG00000111731	C2CD5	3	Unique to shRING1A.B vs Control	18	35	
JCEC	Event_3543	Skipped Exon	ENSG00000104863	LIN7B	2	Unique to shRING1A.B vs Control	23	25	
JCEC	Event_3544	Skipped Exon	ENSG00000214021	TTLL3	2	Unique to shRING1A.B vs Control	68	132	
JCEC	Event_3546	Skipped Exon	ENSG00000122515	ZMIZ2	1	Same Direction	23	57	13
JCEC	Event_3549	Skipped Exon	ENSG00000172638	EFEMP2	1	Same Direction	31	39	9
JCEC	Event_355	Alternative 5' Splice Site	ENSG00000102081	FMR1	2			68	43
JCEC	Event_3550	Skipped Exon	ENSG00000183696	UPP1	1	Unique to shRING1A.B vs Control	40	23	
JCEC	Event_3554	Skipped Exon	ENSG00000164054	SHISA5	1	Unique to shRING1A.B vs Control	23	53	
JCEC	Event_3555	Skipped Exon	ENSG00000072609	CHFR	1	Unique to shRING1A.B vs Control	79	78	
JCEC	Event_3559	Skipped Exon	ENSG00000228409	CCT6P1	1	Unique to shRING1A.B vs Control	56	24	
JCEC	Event_356	Alternative 5' Splice Site	ENSG00000180638	SLC47A2	1			37	13
JCEC	Event_3561	Skipped Exon	ENSG00000225648	SBDSP1	1	Unique to shRING1A.B vs Control	72	77	
JCEC	Event_3562	Skipped Exon	ENSG00000161010	MRNIP	1	Unique to shRING1A.B vs Control	56	82	
JCEC	Event_3566	Skipped Exon	ENSG00000126883	NUP214	1	Unique to shRING1A.B vs Control	61	75	
JCEC	Event_3567	Skipped Exon	ENSG00000234456	MAGI2-AS3	1	Unique to shRING1A.B vs Control	16	33	
JCEC	Event_3568	Skipped Exon	ENSG00000234456	MAGI2-AS3	2	Same Direction	134	190	155
JCEC	Event_3569	Skipped Exon	ENSG00000234456	MAGI2-AS3	3	Same Direction	144	209	166
JCEC	Event_3571	Skipped Exon	ENSG00000005471	ABCB4	1	Unique to shRING1A.B vs Control	12	41	
JCEC	Event_3572	Skipped Exon	ENSG00000237819	AC002454.1	1	Unique to shRING1A.B vs Control	30	27	
JCEC	Event_3573	Skipped Exon	ENSG00000198556	ZNF789	1	Same Direction	68	81	71
JCEC	Event_3574	Skipped Exon	ENSG00000168255	POLR2J3	2	Unique to shRING1A.B vs Control	45	26	
JCEC	Event_3575	Skipped Exon	ENSG00000222011	FAM185A	1	Unique to shRING1A.B vs Control	71	60	
JCEC	Event_3576	Skipped Exon	ENSG00000222011	FAM185A	2	Same Direction	21	67	30
JCEC	Event_3577	Skipped Exon	ENSG00000169660	HEXDC	1	Unique to shRING1A.B vs Control	155	241	
JCEC	Event_3579	Skipped Exon	ENSG00000140750	ARHGAP17	1	Unique to shRING1A.B vs Control	181	201	
JCEC	Event_358	Alternative 5' Splice Site	ENSG00000180902	D2HGDH	2			133	129
JCEC	Event_3580	Skipped Exon	ENSG00000091129	NRCAM	2	Unique to shRING1A.B vs Control	16	68	
JCEC	Event_3581	Skipped Exon	ENSG00000196873	CBWD3	1	Unique to shRING1A.B vs Control	29	14	
JCEC	Event_3582	Skipped Exon	ENSG00000145725	PPIP5K2	1	Unique to shRING1A.B vs Control	98	115	
JCEC	Event_3586	Skipped Exon	ENSG00000132554	RGS22	2	Same Direction	94	107	71
JCEC	Event_3587	Skipped Exon	ENSG00000188878	FBF1	1	Unique to shRING1A.B vs Control	88	100	
JCEC	Event_3588	Skipped Exon	ENSG00000111305	GSG1	1	Unique to shRING1A.B vs Control	21	24	
JCEC	Event_3589	Skipped Exon	ENSG00000126653	NSRP1	3	Unique to shRING1A.B vs Control	43	16	
JCEC	Event_3590	Skipped Exon	ENSG00000234741	GAS5	1	Unique to shRING1A.B vs Control	24	15	
JCEC	Event_3591	Skipped Exon	ENSG00000234741	GAS5	2	Unique to shRING1A.B vs Control	12	9	
JCEC	Event_3593	Skipped Exon	ENSG00000234741	GAS5	4	Unique to shRING1A.B vs Control	22	21	
JCEC	Event_3594	Skipped Exon	ENSG00000146918	NCAPG2	1	Unique to shRING1A.B vs Control	63	33	
JCEC	Event_3595	Skipped Exon	ENSG00000186312	CA5BP1	1	Unique to shRING1A.B vs Control	85	107	
JCEC	Event_3596	Skipped Exon	ENSG00000102054	RBBP7	1	Same Direction	61	62	36
JCEC	Event_36	Alternative 5' Splice Site	ENSG00000221988	PPT2	1	Common to shRING1A.B and shRYBP	163	261	150
JCEC	Event_360	Alternative 5' Splice Site	ENSG00000122515	ZMIZ2	1			352	227
JCEC	Event_3600	Skipped Exon	ENSG00000147050	KDM6A	2	Unique to shRING1A.B vs Control	96	111	
JCEC	Event_3601	Skipped Exon	ENSG00000123643	SLC36A1	1	Unique to shRING1A.B vs Control	73	97	
JCEC	Event_3604	Skipped Exon	ENSG00000225210	DUXAP9	1	Unique to shRING1A.B vs Control	37	20	
JCEC	Event_3608	Skipped Exon	ENSG00000116754	SRSF11	1	Same Direction	64	84	64
JCEC	Event_3609	Skipped Exon	ENSG00000147421	HMBOX1	1	Unique to shRING1A.B vs Control	10	20	
JCEC	Event_361	Alternative 5' Splice Site	ENSG00000072609	CHFR	1			268	282
JCEC	Event_3610	Skipped Exon	ENSG00000147133	TAF1	1	Unique to shRING1A.B vs Control	23	29	
JCEC	Event_3611	Skipped Exon	ENSG00000228106	AL392172.1	1	Unique to shRING1A.B vs Control	30	39	
JCEC	Event_3613	Skipped Exon	ENSG00000134668	SPOCD1	1	Unique to shRING1A.B vs Control	43	50	
JCEC	Event_3614	Skipped Exon	ENSG00000198157	HMGN5	2	Unique to shRING1A.B vs Control	49	47	
JCEC	Event_3615	Skipped Exon	ENSG00000198157	HMGN5	3	Unique to shRING1A.B vs Control	47	38	
JCEC	Event_3616	Skipped Exon	ENSG00000165259	HDX	1	Same Direction	42	41	47
JCEC	Event_3619	Skipped Exon	ENSG00000147202	DIAPH2	1	Unique to shRING1A.B vs Control	21	54	
JCEC	Event_362	Alternative 5' Splice Site	ENSG00000106077	ABHD11	1			55	37
JCEC	Event_3620	Skipped Exon	ENSG00000188917	TRMT2B	1	Unique to shRING1A.B vs Control	40	47	
JCEC	Event_3623	Skipped Exon	ENSG00000125354	SEPT6	1	Unique to shRING1A.B vs Control	91	97	
JCEC	Event_3625	Skipped Exon	ENSG00000092330	TINF2	1	Same Direction	45	54	39
JCEC	Event_3626	Skipped Exon	ENSG00000092330	TINF2	2	Same Direction	205	197	184
JCEC	Event_3628	Skipped Exon	ENSG00000183401	CCDC159	2	Same Direction	44	40	36
JCEC	Event_363	Alternative 5' Splice Site	ENSG00000135164	DMTF1	2			20	19
JCEC	Event_3630	Skipped Exon	ENSG00000165675	ENOX2	1	Same Direction	50	20	31
JCEC	Event_3631	Skipped Exon	ENSG00000117143	UAP1	1	Same Direction	1062	529	772
JCEC	Event_3632	Skipped Exon	ENSG00000117143	UAP1	2	Same Direction	755	391	507
JCEC	Event_3633	Skipped Exon	ENSG00000147677	EIF3H	2	Unique to shRING1A.B vs Control	28	14	
JCEC	Event_3634	Skipped Exon	ENSG00000075539	FRYL	1	Same Direction	41	40	29
JCEC	Event_3637	Skipped Exon	ENSG00000067829	IDH3G	1	Same Direction	35	42	32
JCEC	Event_3639	Skipped Exon	ENSG00000185485	SDHAP1	3	Unique to shRING1A.B vs Control	18	22	
JCEC	Event_364	Alternative 5' Splice Site	ENSG00000051825	MPHOSPH9	2			38	41
JCEC	Event_3640	Skipped Exon	ENSG00000223959	AFG3L1P	2	Same Direction	73	118	95
JCEC	Event_3641	Skipped Exon	ENSG00000151090	THRB	4	Unique to shRING1A.B vs Control	16	9	
JCEC	Event_3642	Skipped Exon	ENSG00000104643	MTMR9	1	Unique to shRING1A.B vs Control	35	62	
JCEC	Event_3643	Skipped Exon	ENSG00000188938	FAM120AOS	1	Unique to shRING1A.B vs Control	278	311	
JCEC	Event_3645	Skipped Exon	ENSG00000248235	AC037459.1	1	Same Direction	38	78	38
JCEC	Event_3646	Skipped Exon	ENSG00000166167	BTRC	1	Unique to shRING1A.B vs Control	37	80	
JCEC	Event_3647	Skipped Exon	ENSG00000166167	BTRC	2	Unique to shRING1A.B vs Control	119	105	
JCEC	Event_3648	Skipped Exon	ENSG00000157110	RBPMS	1	Unique to shRING1A.B vs Control	324	476	
JCEC	Event_3649	Skipped Exon	ENSG00000197467	COL13A1	1	Same Direction	18	17	47
JCEC	Event_365	Alternative 5' Splice Site	ENSG00000234545	FAM133B	1			122	97
JCEC	Event_3652	Skipped Exon	ENSG00000139546	TARBP2	6	Same Direction	476	579	410
JCEC	Event_3653	Skipped Exon	ENSG00000139546	TARBP2	7	Unique to shRING1A.B vs Control	65	34	
JCEC	Event_3654	Skipped Exon	ENSG00000215114	UBXN2B	1	Unique to shRING1A.B vs Control	152	164	
JCEC	Event_3656	Skipped Exon	ENSG00000183255	PTTG1IP	1	Unique to shRING1A.B vs Control	13	27	
JCEC	Event_3658	Skipped Exon	ENSG00000104205	SGK3	2	Unique to shRING1A.B vs Control	82	95	
JCEC	Event_3659	Skipped Exon	ENSG00000173068	BNC2	1	Unique to shRING1A.B vs Control	59	28	
JCEC	Event_366	Alternative 5' Splice Site	ENSG00000168255	POLR2J3	1			17	5
JCEC	Event_3660	Skipped Exon	ENSG00000120832	MTERF2	1	Unique to shRING1A.B vs Control	35	34	
JCEC	Event_3661	Skipped Exon	ENSG00000154582	ELOC	1	Unique to shRING1A.B vs Control	34	10	
JCEC	Event_3663	Skipped Exon	ENSG00000166169	POLL	2	Unique to shRING1A.B vs Control	4	29	
JCEC	Event_3664	Skipped Exon	ENSG00000177565	TBL1XR1	4	Unique to shRING1A.B vs Control	203	278	
JCEC	Event_3665	Skipped Exon	ENSG00000177565	TBL1XR1	5	Unique to shRING1A.B vs Control	48	51	
JCEC	Event_3666	Skipped Exon	ENSG00000182986	ZNF320	2	Unique to shRING1A.B vs Control	23	38	
JCEC	Event_3667	Skipped Exon	ENSG00000104325	DECR1	1	Unique to shRING1A.B vs Control	184	289	
JCEC	Event_3668	Skipped Exon	ENSG00000136870	ZNF189	2	Unique to shRING1A.B vs Control	53	61	
JCEC	Event_3670	Skipped Exon	ENSG00000182872	RBM10	1	Unique to shRING1A.B vs Control	44	24	
JCEC	Event_3671	Skipped Exon	ENSG00000120963	ZNF706	1	Unique to shRING1A.B vs Control	108	117	
JCEC	Event_3672	Skipped Exon	ENSG00000120963	ZNF706	2	Unique to shRING1A.B vs Control	95	120	
JCEC	Event_3673	Skipped Exon	ENSG00000061273	HDAC7	1	Same Direction	502	728	616
JCEC	Event_3674	Skipped Exon	ENSG00000140525	FANCI	4	Unique to shRING1A.B vs Control	47	47	
JCEC	Event_3676	Skipped Exon	ENSG00000254166	CASC19	7	Unique to shRING1A.B vs Control	12	18	
JCEC	Event_3677	Skipped Exon	ENSG00000254166	CASC19	8	Unique to shRING1A.B vs Control	16	10	
JCEC	Event_3678	Skipped Exon	ENSG00000254166	CASC19	9	Unique to shRING1A.B vs Control	17	34	
JCEC	Event_3679	Skipped Exon	ENSG00000254166	CASC19	10	Unique to shRING1A.B vs Control	24	26	
JCEC	Event_3680	Skipped Exon	ENSG00000254166	CASC19	11	Unique to shRING1A.B vs Control	31	32	
JCEC	Event_3681	Skipped Exon	ENSG00000254166	CASC19	12	Unique to shRING1A.B vs Control	91	95	
JCEC	Event_3682	Skipped Exon	ENSG00000254166	CASC19	13	Unique to shRING1A.B vs Control	9	10	
JCEC	Event_3683	Skipped Exon	ENSG00000153317	ASAP1	2	Same Direction	83	76	74
JCEC	Event_3684	Skipped Exon	ENSG00000171045	TSNARE1	1	Unique to shRING1A.B vs Control	41	50	
JCEC	Event_3685	Skipped Exon	ENSG00000104529	EEF1D	1	Unique to shRING1A.B vs Control	23	15	
JCEC	Event_3686	Skipped Exon	ENSG00000104529	EEF1D	2	Unique to shRING1A.B vs Control	23	16	
JCEC	Event_3687	Skipped Exon	ENSG00000180900	SCRIB	1	Same Direction	678	820	858
JCEC	Event_369	Alternative 5' Splice Site	ENSG00000147421	HMBOX1	1			27	6
JCEC	Event_3690	Skipped Exon	ENSG00000153786	ZDHHC7	1	Same Direction	686	919	659
JCEC	Event_3692	Skipped Exon	ENSG00000165304	MELK	2	Same Direction	90	87	53
JCEC	Event_3695	Skipped Exon	ENSG00000177628	GBA	1	Unique to shRING1A.B vs Control	261	249	
JCEC	Event_3696	Skipped Exon	ENSG00000079387	SENP1	1	Unique to shRING1A.B vs Control	57	53	
JCEC	Event_3697	Skipped Exon	ENSG00000198208	RPS6KL1	1	Same Direction	15	15	12
JCEC	Event_37	Alternative 5' Splice Site	ENSG00000138778	CENPE	1	Common to shRING1A.B and shRYBP	18	18	43
JCEC	Event_3702	Skipped Exon	ENSG00000148057	IDNK	2	Same Direction	29	15	32
JCEC	Event_3704	Skipped Exon	ENSG00000119509	INVS	1	Unique to shRING1A.B vs Control	38	39	
JCEC	Event_3705	Skipped Exon	ENSG00000137497	NUMA1	4	Same Direction	488	597	623
JCEC	Event_3706	Skipped Exon	ENSG00000137497	NUMA1	5	Unique to shRING1A.B vs Control	55	31	
JCEC	Event_3707	Skipped Exon	ENSG00000154277	UCHL1	1	Same Direction	71	100	40
JCEC	Event_3708	Skipped Exon	ENSG00000148153	INIP	1	Same Direction	40	10	39
JCEC	Event_3709	Skipped Exon	ENSG00000254300	LINC01111	1	Unique to shRING1A.B vs Control	99	38	
JCEC	Event_371	Alternative 5' Splice Site	ENSG00000142046	TMEM91	2			28	15
JCEC	Event_3712	Skipped Exon	ENSG00000165219	GAPVD1	1	Unique to shRING1A.B vs Control	139	161	
JCEC	Event_3713	Skipped Exon	ENSG00000165699	TSC1	1	Unique to shRING1A.B vs Control	8	27	
JCEC	Event_3715	Skipped Exon	ENSG00000169519	METTL15	1	Same Direction	79	104	149
JCEC	Event_3717	Skipped Exon	ENSG00000165802	NSMF	1	Unique to shRING1A.B vs Control	646	902	
JCEC	Event_3718	Skipped Exon	ENSG00000026508	CD44	1	Unique to shRING1A.B vs Control	66	37	
JCEC	Event_3719	Skipped Exon	ENSG00000174672	BRSK2	1	Unique to shRING1A.B vs Control	20	60	
JCEC	Event_372	Alternative 5' Splice Site	ENSG00000120963	ZNF706	1			33	19
JCEC	Event_3721	Skipped Exon	ENSG00000213995	NAXD	3	Same Direction	255	303	181
JCEC	Event_3722	Skipped Exon	ENSG00000251381	LINC00958	1	Unique to shRING1A.B vs Control	241	239	
JCEC	Event_3723	Skipped Exon	ENSG00000267280	TBX2-AS1	1	Same Direction	21	29	42
JCEC	Event_3724	Skipped Exon	ENSG00000110756	HPS5	1	Unique to shRING1A.B vs Control	91	115	
JCEC	Event_3726	Skipped Exon	ENSG00000066382	MPPED2	1	Same Direction	16	29	26
JCEC	Event_3727	Skipped Exon	ENSG00000148950	IMMP1L	2	Unique to shRING1A.B vs Control	99	119	
JCEC	Event_3728	Skipped Exon	ENSG00000186868	MAPT	2	Unique to shRING1A.B vs Control	17	41	
JCEC	Event_3729	Skipped Exon	ENSG00000106290	TAF6	3	Same Direction	27	55	34
JCEC	Event_373	Alternative 5' Splice Site	ENSG00000185803	SLC52A2	1			77	93
JCEC	Event_3730	Skipped Exon	ENSG00000175224	ATG13	1	Unique to shRING1A.B vs Control	31	72	
JCEC	Event_3731	Skipped Exon	ENSG00000149182	ARFGAP2	1	Unique to shRING1A.B vs Control	50	49	
JCEC	Event_3732	Skipped Exon	ENSG00000149187	CELF1	1	Same Direction	14	27	10
JCEC	Event_3733	Skipped Exon	ENSG00000100461	RBM23	1	Unique to shRING1A.B vs Control	18	43	
JCEC	Event_3734	Skipped Exon	ENSG00000166900	STX3	1	Unique to shRING1A.B vs Control	1640	1601	
JCEC	Event_3739	Skipped Exon	ENSG00000149269	PAK1	1	Unique to shRING1A.B vs Control	132	134	
JCEC	Event_374	Alternative 5' Splice Site	ENSG00000172716	SLFN11	1			43	62
JCEC	Event_3741	Skipped Exon	ENSG00000054965	FAM168A	1	Same Direction	186	281	199
JCEC	Event_3743	Skipped Exon	ENSG00000149257	SERPINH1	1	Same Direction	58	74	54
JCEC	Event_3744	Skipped Exon	ENSG00000101972	STAG2	1	Unique to shRING1A.B vs Control	27	56	
JCEC	Event_3746	Skipped Exon	ENSG00000221926	TRIM16	2	Unique to shRING1A.B vs Control	25	20	
JCEC	Event_3747	Skipped Exon	ENSG00000076984	MAP2K7	1	Same Direction	545	743	656
JCEC	Event_3749	Skipped Exon	ENSG00000162769	FLVCR1	1	Unique to shRING1A.B vs Control	235	224	
JCEC	Event_375	Alternative 5' Splice Site	ENSG00000283486	FAM95C	1			23	25
JCEC	Event_3750	Skipped Exon	ENSG00000150433	TMEM218	3	Same Direction	10	12	14
JCEC	Event_3751	Skipped Exon	ENSG00000205758	CRYZL1	1	Unique to shRING1A.B vs Control	152	135	
JCEC	Event_3753	Skipped Exon	ENSG00000148481	MINDY3	1	Same Direction	88	96	89
JCEC	Event_3754	Skipped Exon	ENSG00000169057	MECP2	1	Same Direction	528	494	497
JCEC	Event_3755	Skipped Exon	ENSG00000106100	NOD1	1	Same Direction	37	19	35
JCEC	Event_3756	Skipped Exon	ENSG00000012232	EXTL3	2	Unique to shRING1A.B vs Control	65	102	
JCEC	Event_3757	Skipped Exon	ENSG00000095794	CREM	3	Unique to shRING1A.B vs Control	179	177	
JCEC	Event_3758	Skipped Exon	ENSG00000222009	BTBD19	1	Unique to shRING1A.B vs Control	14	34	
JCEC	Event_3759	Skipped Exon	ENSG00000157625	TAB3	1	Unique to shRING1A.B vs Control	161	116	
JCEC	Event_376	Alternative 5' Splice Site	ENSG00000157657	ZNF618	1			26	16
JCEC	Event_3760	Skipped Exon	ENSG00000085274	MYNN	1	Unique to shRING1A.B vs Control	26	37	
JCEC	Event_3762	Skipped Exon	ENSG00000028116	VRK2	1	Unique to shRING1A.B vs Control	25	20	
JCEC	Event_3764	Skipped Exon	ENSG00000184719	RNLS	1	Unique to shRING1A.B vs Control	173	202	
JCEC	Event_3767	Skipped Exon	ENSG00000196233	LCOR	2	Unique to shRING1A.B vs Control	70	58	
JCEC	Event_3768	Skipped Exon	ENSG00000023191	RNH1	1	Same Direction	544	666	562
JCEC	Event_3770	Skipped Exon	ENSG00000197535	MYO5A	1	Unique to shRING1A.B vs Control	178	232	
JCEC	Event_3771	Skipped Exon	ENSG00000148700	ADD3	1	Same Direction	205	333	239
JCEC	Event_3774	Skipped Exon	ENSG00000255624	AC073585.1	1	Same Direction	51	23	45
JCEC	Event_3776	Skipped Exon	ENSG00000066651	TRMT11	1	Same Direction	58	74	82
JCEC	Event_3777	Skipped Exon	ENSG00000111206	FOXM1	1	Same Direction	456	433	462
JCEC	Event_3778	Skipped Exon	ENSG00000111752	PHC1	1	Unique to shRING1A.B vs Control	56	72	
JCEC	Event_378	Alternative 5' Splice Site	ENSG00000177106	EPS8L2	1			53	48
JCEC	Event_3781	Skipped Exon	ENSG00000122694	GLIPR2	1	Unique to shRING1A.B vs Control	31	71	
JCEC	Event_3782	Skipped Exon	ENSG00000100599	RIN3	1	Unique to shRING1A.B vs Control	158	269	
JCEC	Event_3784	Skipped Exon	ENSG00000130396	AFDN	1	Same Direction	111	91	86
JCEC	Event_3786	Skipped Exon	ENSG00000134283	PPHLN1	2	Unique to shRING1A.B vs Control	302	246	
JCEC	Event_3787	Skipped Exon	ENSG00000134283	PPHLN1	3	Unique to shRING1A.B vs Control	868	752	
JCEC	Event_3788	Skipped Exon	ENSG00000109685	NSD2	1	Unique to shRING1A.B vs Control	65	45	
JCEC	Event_3790	Skipped Exon	ENSG00000151474	FRMD4A	1	Same Direction	18	37	17
JCEC	Event_3791	Skipped Exon	ENSG00000130177	CDC16	1	Unique to shRING1A.B vs Control	208	205	
JCEC	Event_3792	Skipped Exon	ENSG00000135451	TROAP	1	Same Direction	87	61	87
JCEC	Event_3794	Skipped Exon	ENSG00000102780	DGKH	1	Same Direction	97	116	79
JCEC	Event_3795	Skipped Exon	ENSG00000050426	LETMD1	4	Same Direction	76	54	84
JCEC	Event_3796	Skipped Exon	ENSG00000139178	C1RL	2	Same Direction	35	71	30
