Event_ID	Event_Type	ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	comparison	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	riExonStart_0base	riExonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	Event_Group	JuncType	Gene_Event_ID	Gene_Event_Type	DSE_Category
Event_4615	se_jcec	13742	ENSG00000100429	HDAC10	chr22	-	50249327	50249516	50248365	50248472	50249634	50249703	0,1,0	1,0,1	2,5,4	0,0,0	338	149	0.000183351194814	0.0100100720289882	0.0,1.0,0.0	1.0,1.0,1.0	-0.667	Control_vs_shRYBP													Skipped Exon	JCEC	5	Skipped Exon_5	Unique to shRYBP vs Control
Event_4616	se_jcec	13864	ENSG00000156411	ATP5MPL	chr14	-	103914478	103914633	103913256	103913984	103921469	103921520	14,2,8	0,3,10	8,5,6	1,0,0	304	149	5.19694163339e-05	0.00436805158820667	1.0,0.246,0.282	0.797,1.0,1.0	-0.423	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4616	se_jcec	14261	ENSG00000156411	ATP5MPL	chr14	-	103914478	103914633	103913256	103913984	103921469	103921520	8,5,6	1,0,0	8,18,9	12,4,1	304	149	2.02618629498e-05	0.00208184275873798	0.797,1.0,1.0	0.246,0.688,0.815	0.349	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4617	se_jcec	13875	ENSG00000256053	APOPT1	chr14	+	103571622	103571820	103562961	103563124	103587273	103587364	264,214,223	39,51,38	211,285,185	14,21,28	347	149	0.000823223836673	0.0287556860764826	0.744,0.643,0.716	0.866,0.854,0.739	-0.119	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_4618	se_jcec	14053	ENSG00000124074	ENKD1	chr16	-	67663656	67663820	67663419	67663556	67663936	67664062	50,31,89	0,0,0	39,72,61	3,1,5	313	149	0.000409106959971	0.0178995401429239	1.0,1.0,1.0	0.861,0.972,0.853	0.105	Control_vs_shRYBP													Skipped Exon	JCEC	5	Skipped Exon_5	Unique to shRYBP vs Control
Event_4619	se_jcec	14184	ENSG00000214022	REPIN1	chr7	+	150369670	150369868	150368789	150368941	150370759	150370884	173,147,211	15,16,35	211,163,157	5,6,11	347	149	1.79407102391e-05	0.00213799251008492	0.832,0.798,0.721	0.948,0.921,0.86	-0.126	Control_vs_shRYBP													Skipped Exon	JCEC	3	Skipped Exon_3	Unique to shRYBP vs Control
Event_462	a3ss_jcec	6392	ENSG00000127837	AAMP	chr2	-							9,10,31	0,0,0	25,19,25	4,2,0	413	149	0.00196189724035	0.041243578610033	1.0,1.0,1.0	0.693,0.774,1.0	0.178	Control_vs_shRING1A.B	218265578	218265946	218265578	218265682	218266442	218266587							Alternative 5' Splice Site	JCEC	2	Alternative 5' Splice Site_2	Same Direction
Event_462	a3ss_jcec	6389	ENSG00000127837	AAMP	chr2	-							15,31,13	0,0,0	25,19,25	4,2,0	413	149	0.00195438521534	0.0440264885671862	1.0,1.0,1.0	0.693,0.774,1.0	0.178	shRYBP_vs_shRING1A.B	218265578	218265946	218265578	218265682	218266442	218266587							Alternative 5' Splice Site	JCEC	2	Alternative 5' Splice Site_2	Same Direction
Event_4620	se_jcec	14297	ENSG00000026652	AGPAT4	chr6	-	161166247	161166417	161154148	161154310	161232035	161232236	36,70,121	12,3,16	97,134,105	1,0,6	319	149	9.37097706999e-06	0.00140632842075004	0.584,0.916,0.779	0.978,1.0,0.891	-0.197	Control_vs_shRYBP													Skipped Exon	JCEC	3	Skipped Exon_3	Common to shRING1A.B and shRYBP
Event_4620	se_jcec	14458	ENSG00000026652	AGPAT4	chr6	-	161166247	161166417	161154148	161154310	161232035	161232236	36,70,121	12,3,16	140,104,166	6,3,5	319	149	0.000438765428419	0.0185632418165458	0.584,0.916,0.779	0.916,0.942,0.939	-0.173	Control_vs_shRING1A.B													Skipped Exon	JCEC	3	Skipped Exon_3	Common to shRING1A.B and shRYBP
Event_4621	se_jcec	14464	ENSG00000204231	RXRB	chr6	-	33199168	33199416	33198307	33198464	33200241	33200614	98,65,162	9,5,15	118,93,159	3,3,3	397	149	0.00014073833918	0.00843121548899516	0.803,0.83,0.802	0.937,0.921,0.952	-0.125	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4621	se_jcec	14638	ENSG00000204231	RXRB	chr6	-	33199168	33199416	33198307	33198464	33200241	33200614	98,65,162	9,5,15	183,123,143	6,1,0	397	149	9.10480060679e-07	0.000263650061873757	0.803,0.83,0.802	0.92,0.979,1.0	-0.155	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4622	se_jcec	14851	ENSG00000221988	PPT2	chr6	+	32155029	32155183	32154586	32154777	32155767	32155783	57,47,89	7,2,7	48,47,49	0,0,0	303	149	9.17793672728e-07	0.000286313375304886	0.8,0.92,0.862	1.0,1.0,1.0	-0.139	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4622	se_jcec	15055	ENSG00000221988	PPT2	chr6	+	32155029	32155183	32154586	32154777	32155767	32155783	57,47,89	7,2,7	95,66,91	2,1,2	303	149	0.000860597517389	0.029369118599608	0.8,0.92,0.862	0.959,0.97,0.957	-0.101	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4623	se_jcec	14883	ENSG00000125871	MGME1	chr20	+	17975683	17975903	17969800	17970130	17988165	17988298	46,81,62	1,4,8	63,72,78	0,0,1	369	149	1.01113084259e-05	0.00148622823637353	0.949,0.891,0.758	1.0,1.0,0.969	-0.124	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_4624	se_jcec	14939	ENSG00000132423	COQ3	chr6	-	99375939	99376182	99371427	99371587	99377385	99377485	46,41,74	4,5,1	51,79,54	0,0,0	392	149	1.44988411109e-05	0.00183337104029204	0.814,0.757,0.966	1.0,1.0,1.0	-0.154	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4624	se_jcec	15355	ENSG00000132423	COQ3	chr6	-	99375939	99376182	99371427	99371587	99377385	99377485	51,79,54	0,0,0	19,35,47	2,0,5	392	149	0.000829019419185	0.0270186682004314	1.0,1.0,1.0	0.783,1.0,0.781	0.145	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4626	se_jcec	15175	ENSG00000226124	FTCDNL1	chr2	-	199844379	199844532	199819571	199819757	199846074	199846170	7,5,1	7,12,5	0,0,2	5,4,9	302	149	0.000341382556245	0.0158569765060859	0.33,0.171,0.09	0.0,0.0,0.099	0.164	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4626	se_jcec	15571	ENSG00000226124	FTCDNL1	chr2	-	199844379	199844532	199819571	199819757	199846074	199846170	0,0,2	5,4,9	6,1,9	4,2,6	302	149	4.24219045503e-06	0.000689717499265247	0.0,0.0,0.099	0.425,0.198,0.425	-0.316	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4627	se_jcec	15220	ENSG00000112245	PTP4A1	chr6	+	63532336	63532530	63527818	63528084	63576435	63576985	5,10,4	2,4,0	1,2,4	6,2,7	343	149	0.00179694049163	0.0482666677822369	0.521,0.521,1.0	0.068,0.303,0.199	0.491	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_4628	se_jcec	15236	ENSG00000215190	LINC00680	chr6	-	57949858	57950011	57948872	57949068	57959027	57959111	0,20,12	6,3,0	17,15,10	0,2,0	302	149	0.00161576505739	0.0446915418112472	0.0,0.767,1.0	1.0,0.787,1.0	-0.34	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4628	se_jcec	15459	ENSG00000215190	LINC00680	chr6	-	57949858	57950011	57948872	57949068	57959027	57959111	0,20,12	6,3,0	11,17,29	1,0,0	302	149	0.000297681304983	0.0140825562083764	0.0,0.767,1.0	0.844,1.0,1.0	-0.359	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4629	se_jcec	15784	ENSG00000231889	TRAF3IP2-AS1	chr6	+	111574620	111574802	111484743	111484861	111576361	111576470	10,5,9	0,1,6	5,5,8	1,0,0	331	149	0.00037666890523	0.017011190476296	1.0,0.692,0.403	0.692,1.0,1.0	-0.199	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_463	a3ss_jcec	6467	ENSG00000173559	NABP1	chr2	+							44,42,45	33,32,24	41,74,71	7,17,21	588	149	1.36518530323e-05	0.00132091357021232	0.253,0.25,0.322	0.597,0.524,0.461	-0.252	Control_vs_shRING1A.B	191683289	191683804	191683728	191683804	191682491	191682595							Alternative 5' Splice Site	JCEC	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control
Event_4630	se_jcec	15894	ENSG00000204576	PRR3	chr6	+	30561327	30561508	30558149	30558212	30561833	30562124	23,23,31	3,2,4	32,32,25	1,0,0	330	149	5.89847416521e-05	0.00474381617218372	0.776,0.839,0.778	0.935,1.0,1.0	-0.181	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4630	se_jcec	16311	ENSG00000204576	PRR3	chr6	+	30561327	30561508	30558149	30558212	30561833	30562124	32,32,25	1,0,0	36,32,30	4,1,3	330	149	0.000535410550466	0.0197942802346054	0.935,1.0,1.0	0.803,0.935,0.819	0.126	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4632	se_jcec	16136	ENSG00000175061	LRRC75A-AS1	chr17	+	16439527	16439703	16439062	16439414	16440184	16440253	1832,1322,1655	585,549,719	1104,1177,951	667,692,569	325	149	2.94013124824e-06	0.000636423566367076	0.589,0.525,0.513	0.431,0.438,0.434	0.108	Control_vs_shRYBP													Skipped Exon	JCEC	3	Skipped Exon_3	
Event_4632	se_jcec	16548	ENSG00000175061	LRRC75A-AS1	chr17	+	16439527	16439703	16439062	16439414	16440184	16440253	1104,1177,951	667,692,569	1647,1703,2373	631,653,901	325	149	7.75494351513e-07	0.000202655441721868	0.431,0.438,0.434	0.545,0.545,0.547	-0.111	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	3	Skipped Exon_3	
Event_4633	se_jcec	16683	ENSG00000125846	ZNF133	chr20	+	18305007	18305178	18288282	18288604	18305680	18305807	15,3,11	0,1,0	0,3,3	3,3,2	320	149	4.68150564981e-08	3.65381625462776e-05	1.0,0.583,1.0	0.0,0.318,0.411	0.618	Control_vs_shRYBP													Skipped Exon	JCEC	5	Skipped Exon_5	Common to shRING1A.B and shRYBP
Event_4633	se_jcec	16921	ENSG00000125846	ZNF133	chr20	+	18305007	18305178	18288282	18288604	18305680	18305807	15,3,11	0,1,0	2,4,7	3,1,4	320	149	4.10110308557e-06	0.000754522135443306	1.0,0.583,1.0	0.237,0.651,0.449	0.415	Control_vs_shRING1A.B													Skipped Exon	JCEC	5	Skipped Exon_5	Common to shRING1A.B and shRYBP
Event_4634	se_jcec	16685	ENSG00000125846	ZNF133	chr20	+	18305007	18305178	18297984	18298062	18305680	18305807	15,3,12	1,1,0	0,3,3	1,3,1	320	149	8.84803990236e-05	0.00628596516858176	0.875,0.583,1.0	0.0,0.318,0.583	0.519	Control_vs_shRYBP													Skipped Exon	JCEC	6	Skipped Exon_6	
Event_4634	se_jcec	17111	ENSG00000125846	ZNF133	chr20	+	18305007	18305178	18297984	18298062	18305680	18305807	0,3,3	1,3,1	2,3,8	0,0,0	320	149	1.42684426228e-05	0.00163316594260569	0.0,0.318,0.583	1.0,1.0,1.0	-0.7	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	6	Skipped Exon_6	
Event_4635	se_jcec	16752	ENSG00000146067	FAM193B	chr5	-	177553167	177553350	177538910	177539147	177554248	177554347	26,29,28	10,5,10	12,18,12	33,18,20	332	149	3.71515383346e-07	0.000162103570493978	0.539,0.722,0.557	0.14,0.31,0.212	0.385	Control_vs_shRYBP													Skipped Exon	JCEC	3	Skipped Exon_3	Unique to shRYBP vs Control
Event_4636	se_jcec	17217	ENSG00000183763	TRAIP	chr3	-	49840984	49841072	49840283	49840373	49842452	49842547	8,29,7	2,0,4	13,25,15	0,0,0	237	149	0.00187082941074	0.0494373585916769	0.715,1.0,0.524	1.0,1.0,1.0	-0.254	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_4637	se_jcec	17334	ENSG00000124357	NAGK	chr2	+	71075554	71076701	71072640	71073594	71077557	71077636	183,194,226	2,0,0	193,297,225	4,2,7	1296	149	0.000153363626553	0.00892698739685708	0.913,1.0,1.0	0.847,0.945,0.787	0.111	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_4638	se_jcec	17375	ENSG00000246334	PRR7-AS1	chr5	-	177444395	177444594	177439913	177440031	177447643	177447699	17,10,17	8,0,6	7,2,1	0,0,0	348	149	7.07395044541e-07	0.000240488276062546	0.476,1.0,0.548	1.0,1.0,1.0	-0.325	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4638	se_jcec	17643	ENSG00000246334	PRR7-AS1	chr5	-	177444395	177444594	177439913	177440031	177447643	177447699	17,10,17	8,0,6	17,11,12	1,0,0	348	149	1.75963818448e-05	0.00209079692624262	0.476,1.0,0.548	0.879,1.0,1.0	-0.285	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4639	se_jcec	17569	ENSG00000166402	TUB	chr11	+	8095497	8095665	8094045	8094189	8096684	8096806	8,5,10	0,1,5	12,12,4	1,0,0	317	149	0.00117965348543	0.036455492106942	1.0,0.702,0.485	0.849,1.0,1.0	-0.221	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4639	se_jcec	17847	ENSG00000166402	TUB	chr11	+	8095497	8095665	8094045	8094189	8096684	8096806	8,5,10	0,1,5	22,8,12	0,1,0	317	149	0.0011144458555	0.0349888099147358	1.0,0.702,0.485	1.0,0.79,1.0	-0.201	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_464	a3ss_jcec	6557	ENSG00000077232	DNAJC10	chr2	+							4,9,20	2,3,0	12,15,25	1,0,1	903	149	0.000444728917306	0.0162190916195409	0.248,0.331,1.0	0.664,1.0,0.805	-0.297	Control_vs_shRING1A.B	182739544	182740388	182740298	182740388	182731029	182731107							Alternative 5' Splice Site	JCEC	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control
Event_4640	se_jcec	17709	ENSG00000151640	DPYSL4	chr10	+	132202645	132202825	132201945	132202116	132203761	132203927	19,13,22	2,1,1	19,27,31	4,14,10	329	149	0.000260013515904	0.0130629093112459	0.811,0.855,0.909	0.683,0.466,0.584	0.281	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_4641	se_jcec	18189	ENSG00000205464	ATP6AP1L	chr5	+	82304933	82305481	82304614	82304850	82310156	82310207	13,15,9	0,0,0	12,16,8	1,4,1	697	149	1.10698837399e-05	0.0015529785761084	1.0,1.0,1.0	0.72,0.461,0.631	0.396	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4641	se_jcec	18635	ENSG00000205464	ATP6AP1L	chr5	+	82304933	82305481	82304614	82304850	82310156	82310207	12,16,8	1,4,1	4,14,23	0,0,2	697	149	0.00151273660231	0.0408753143296512	0.72,0.461,0.631	1.0,1.0,0.711	-0.3	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4642	se_jcec	18745	ENSG00000143776	CDC42BPA	chr1	-	227219262	227219420	227213135	227213219	227254063	227254155	6,4,0	8,37,10	0,0,0	18,20,24	307	149	0.000869602429944	0.0299736197612499	0.267,0.05,0.0	0.0,0.0,0.0	0.106	Control_vs_shRYBP													Skipped Exon	JCEC	4	Skipped Exon_4	
Event_4642	se_jcec	19201	ENSG00000143776	CDC42BPA	chr1	-	227219262	227219420	227213135	227213219	227254063	227254155	0,0,0	18,20,24	4,4,7	14,10,30	307	149	2.19595869444e-06	0.000439422084205599	0.0,0.0,0.0	0.122,0.163,0.102	-0.129	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	4	Skipped Exon_4	
Event_4643	se_jcec	18785	ENSG00000166455	C16orf46	chr16	-	81063745	81063993	81060979	81062138	81077135	81077213	20,8,2	6,2,0	1,6,6	0,0,0	397	149	4.97637391628e-06	0.000934782319310983	0.556,0.6,1.0	1.0,1.0,1.0	-0.281	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4643	se_jcec	19113	ENSG00000166455	C16orf46	chr16	-	81063745	81063993	81060979	81062138	81077135	81077213	20,8,2	6,2,0	7,13,7	0,2,0	397	149	0.0016516940672	0.0457541860443277	0.556,0.6,1.0	1.0,0.709,1.0	-0.184	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4644	se_jcec	18856	ENSG00000151881	TMEM267	chr5	-	43453657	43454043	43444251	43446557	43476113	43476258	69,68,97	13,0,0	108,66,104	2,0,0	535	149	0.00154621863722	0.0433614167828487	0.596,1.0,1.0	0.938,1.0,1.0	-0.114	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_4645	se_jcec	19329	ENSG00000138303	ASCC1	chr10	-	72215781	72216109	72213186	72213331	72216206	72216275	21,45,67	58,42,80	75,79,79	58,30,44	477	149	6.1657337337e-05	0.004857047934232	0.102,0.251,0.207	0.288,0.451,0.359	-0.179	Control_vs_shRYBP													Skipped Exon	JCEC	3	Skipped Exon_3	Unique to shRYBP vs Control
Event_4646	se_jcec	19353	ENSG00000158423	RIBC1	chrX	+	53428282	53428627	53428002	53428084	53429853	53429972	14,7,5	2,0,0	1,0,6	4,7,0	494	149	2.08500723152e-05	0.00237245566175461	0.679,1.0,1.0	0.07,0.0,1.0	0.536	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4646	se_jcec	19711	ENSG00000158423	RIBC1	chrX	+	53428282	53428627	53428002	53428084	53429853	53429972	14,7,5	2,0,0	4,6,8	2,2,1	494	149	0.00179359967761	0.0484767996794955	0.679,1.0,1.0	0.376,0.475,0.707	0.374	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4647	se_jcec	19425	ENSG00000155906	RMND1	chr6	-	151445307	151445825	151436234	151436554	151452015	151452018	282,319,341	23,8,12	333,279,312	0,6,4	667	149	9.57473754148e-06	0.00141864841209511	0.733,0.899,0.864	1.0,0.912,0.946	-0.121	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Unique to shRYBP vs Control
Event_4648	se_jcec	19441	ENSG00000118579	MED28	chr4	+	17625655	17625845	17623600	17623794	17628005	17628170	9,5,7	0,0,0	4,7,13	3,0,6	339	149	3.58967004432e-06	0.000725978013999812	1.0,1.0,1.0	0.369,1.0,0.488	0.381	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4648	se_jcec	19801	ENSG00000118579	MED28	chr4	+	17625655	17625845	17623600	17623794	17628005	17628170	9,5,7	0,0,0	8,9,8	0,3,3	339	149	0.000183277095428	0.010203925282488	1.0,1.0,1.0	1.0,0.569,0.54	0.297	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4649	se_jcec	19462	ENSG00000228742	LINC02577	chr7	+	106777541	106777732	106775958	106776022	106779994	106782852	12,15,6	0,0,2	6,7,14	1,7,2	340	149	0.000600315913871	0.0228631656709605	1.0,1.0,0.568	0.724,0.305,0.754	0.262	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4649	se_jcec	19959	ENSG00000228742	LINC02577	chr7	+	106777541	106777732	106775958	106776022	106779994	106782852	6,7,14	1,7,2	13,11,9	0,0,1	340	149	1.12350977955e-05	0.00138276268136874	0.724,0.305,0.754	1.0,1.0,0.798	-0.338	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_465	a3ss_jcec	6784	ENSG00000178752	ERFE	chr2	+							49,29,60	2,6,8	139,106,136	4,5,1	648	149	0.00161188111469	0.0357047893894923	0.849,0.526,0.633	0.889,0.83,0.969	-0.227	Control_vs_shRING1A.B	238167871	238168875	238168370	238168875	238165605	238165684							Alternative 5' Splice Site	JCEC	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control
Event_4650	se_jcec	20262	ENSG00000106070	GRB10	chr7	-	50705139	50705323	50703820	50703908	50726012	50726035	5,13,15	6,7,2	12,32,15	0,2,0	333	149	1.42967377503e-06	0.000392197735492636	0.272,0.454,0.77	1.0,0.877,1.0	-0.46	Control_vs_shRYBP													Skipped Exon	JCEC	11	Skipped Exon_11	Common to shRING1A.B and shRYBP
Event_4650	se_jcec	20647	ENSG00000106070	GRB10	chr7	-	50705139	50705323	50703820	50703908	50726012	50726035	5,13,15	6,7,2	15,34,17	0,0,0	333	149	6.1074401092e-10	9.1092469228718e-07	0.272,0.454,0.77	1.0,1.0,1.0	-0.501	Control_vs_shRING1A.B													Skipped Exon	JCEC	11	Skipped Exon_11	Common to shRING1A.B and shRYBP
Event_4651	se_jcec	20322	ENSG00000106070	GRB10	chr7	-	50755886	50756056	50732271	50732368	50793223	50793313	82,103,146	25,24,46	104,98,130	11,15,19	319	149	0.000255462755295	0.0129162528484645	0.605,0.667,0.597	0.815,0.753,0.762	-0.154	Control_vs_shRYBP													Skipped Exon	JCEC	12	Skipped Exon_12	Common to shRING1A.B and shRYBP
Event_4651	se_jcec	20696	ENSG00000106070	GRB10	chr7	-	50755886	50756056	50732271	50732368	50793223	50793313	82,103,146	25,24,46	132,101,140	14,13,23	319	149	0.000147443036708	0.0088243178368525	0.605,0.667,0.597	0.815,0.784,0.74	-0.157	Control_vs_shRING1A.B													Skipped Exon	JCEC	12	Skipped Exon_12	Common to shRING1A.B and shRYBP
Event_4652	se_jcec	20372	ENSG00000196083	IL1RAP	chr3	+	190550341	190550505	190514058	190514219	190556129	190556216	6,0,6	12,6,5	2,0,0	9,13,15	313	149	0.000137372519468	0.00831043754781632	0.192,0.0,0.364	0.096,0.0,0.0	0.153	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4652	se_jcec	20743	ENSG00000196083	IL1RAP	chr3	+	190550341	190550505	190514058	190514219	190556129	190556216	6,0,6	12,6,5	0,0,0	4,11,10	313	149	1.1595029087e-05	0.00157721453184041	0.192,0.0,0.364	0.0,0.0,0.0	0.185	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4653	se_jcec	20619	ENSG00000129810	SGO1	chr3	-	20174248	20175055	20171042	20171232	20176600	20176659	201,116,132	30,10,7	138,106,216	6,4,5	956	149	0.00100184149452	0.0325416439491977	0.511,0.644,0.746	0.782,0.805,0.871	-0.186	Control_vs_shRYBP													Skipped Exon	JCEC	3	Skipped Exon_3	Common to shRING1A.B and shRYBP
Event_4653	se_jcec	21001	ENSG00000129810	SGO1	chr3	-	20174248	20175055	20171042	20171232	20176600	20176659	201,116,132	30,10,7	44,58,110	2,1,1	956	149	5.94080833253e-05	0.00481010276946861	0.511,0.644,0.746	0.774,0.9,0.945	-0.239	Control_vs_shRING1A.B													Skipped Exon	JCEC	3	Skipped Exon_3	Common to shRING1A.B and shRYBP
Event_4654	se_jcec	20623	ENSG00000155744	FAM126B	chr2	-	200987364	200987532	200978492	200981871	200988261	200988421	0,2,2	5,9,8	8,11,16	4,10,22	317	149	7.88236067654e-05	0.00578406675451481	0.0,0.095,0.105	0.485,0.341,0.255	-0.294	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4654	se_jcec	21130	ENSG00000155744	FAM126B	chr2	-	200987364	200987532	200978492	200981871	200988261	200988421	8,11,16	4,10,22	1,10,4	17,21,17	317	149	0.000775622912474	0.0256476747590157	0.485,0.341,0.255	0.027,0.183,0.1	0.257	shRYBP_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	
Event_4655	se_jcec	20700	ENSG00000059769	DNAJC25	chr9	+	111642856	111643094	111631359	111631743	111647106	111647259	28,24,30	27,31,38	52,31,31	21,23,16	387	149	0.00138208307932	0.0406295765291451	0.285,0.23,0.233	0.488,0.342,0.427	-0.17	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_4656	se_jcec	20756	ENSG00000125744	RTN2	chr19	-	45493159	45493378	45489345	45489553	45494117	45494420	33,12,36	0,0,0	42,60,67	4,5,1	368	149	6.49436066041e-05	0.00501914604411211	1.0,1.0,1.0	0.81,0.829,0.964	0.132	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4656	se_jcec	21140	ENSG00000125744	RTN2	chr19	-	45493159	45493378	45489345	45489553	45494117	45494420	33,12,36	0,0,0	68,57,71	9,5,2	368	149	3.56127205636e-06	0.000686538150810598	1.0,1.0,1.0	0.754,0.822,0.935	0.163	Control_vs_shRING1A.B													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
Event_4657	se_jcec	21615	ENSG00000244486	SCARF2	chr22	-	20431017	20431537	20430689	20430908	20431744	20431846	12,28,21	0,0,2	11,16,37	0,4,4	669	149	0.00165957696572	0.0455943470393694	1.0,1.0,0.7	1.0,0.471,0.673	0.185	Control_vs_shRYBP													Skipped Exon	JCEC	1	Skipped Exon_1	Unique to shRYBP vs Control
Event_4658	se_jcec	22222	ENSG00000106692	FKTN	chr9	+	105598505	105598701	105598085	105598183	105601144	105601348	4,2,0	0,0,1	0,0,0	1,1,3	345	149	6.78278408506e-06	0.00115312839774838	1.0,1.0,0.0	0.0,0.0,0.0	0.667	Control_vs_shRYBP													Skipped Exon	JCEC	5	Skipped Exon_5	Unique to shRYBP vs Control
Event_4659	se_jcec	22435	ENSG00000124549	BTN2A3P	chr6	+	26427870	26428107	26426241	26426523	26428642	26428785	7,8,8	4,4,0	11,10,7	1,0,0	386	149	4.96341265521e-05	0.00423142382885857	0.403,0.436,1.0	0.809,1.0,1.0	-0.323	Control_vs_shRYBP													Skipped Exon	JCEC	2	Skipped Exon_2	Common to shRING1A.B and shRYBP
